,X,X.x,Site,CoreName_2,Extracted_IntervalStart_Depth_cm,Extracted_IntervalEnd_Depth_cm,Corrected_IntervalStart_Depth_cm,Corrected_IntervalEnd_Depth_cm,Corrected_DBD_g_cm3,Corrected_Sample_Thickness_cm,Province,Region,OC_Per,Study,Percent.Sand.Fraction,Percent.Gravel.Fraction,Core.Number,Type,Coast,Percent.Silt.Fraction,SiteName2.x,Corrected_Midpoint_cm,Corrected_Midpoint_cm_rounded,SiteCode,Watercourse_NEAR_DIST.x,REI_SUM,X.y,REI_Scaled,Elevation,Watercourse_NEAR_DIST.y,REI_Raw
191,191,191,Port Joli,NS-PJO-5-BA-5,20.1,25,10.05,12.5,0.165476164,2.5,NS,Atlantic,0.386240333,Wong,53.64903472,2.108375565,5,BA,Atlantic,44.1493577,Port Joli,11.275,15,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
192,192,192,Port Joli,NS-PJO-5-BA-5,25.1,30,12.55,15,0.165383598,2.5,NS,Atlantic,3.175020673,Wong,32.15639763,0,5,BA,Atlantic,67.81361816,Port Joli,13.775,15,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
193,193,193,Port Joli,NS-PJO-5-BA-5,30.1,35,15.05,17.5,0.165399026,2.5,NS,Atlantic,3.244114387,Wong,35.870427,0,5,BA,Atlantic,64.11358291,Port Joli,16.275,20,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
194,194,194,Port Joli,NS-PJO-5-BA-5,35.1,40,17.55,20,0.165584158,2.5,NS,Atlantic,2.996819541,Wong,51.86708461,0,5,BA,Atlantic,47.81613326,Port Joli,18.775,20,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
195,195,195,Port Joli,NS-PJO-5-BA-5,40.1,45,20.05,22.5,0.165425473,2.5,NS,Atlantic,2.636982997,Wong,43.9310671,0.097257473,5,BA,Atlantic,55.89240392,Port Joli,21.275,25,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
196,196,196,Port Joli,NS-PJO-5-BA-5,45.1,48,22.55,24,0.275575048,1.5,NS,Atlantic,3.367830375,Wong,53.65492789,0,5,BA,Atlantic,45.36802538,Port Joli,23.275,25,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
197,197,197,Port Joli,NS-PJO-5-BA-5,48.1,52,24.05,26,0.206970555,2,NS,Atlantic,3.744132805,Wong,32.190158,0,5,BA,Atlantic,67.78854473,Port Joli,25.025,30,POJ,23599.85735,2.76541e+55,42,0.029998959,3,23599.85735,1811.902815
198,198,198,Port l'Hebert,NS-PLH-1-SG-1,0,2,0,1,0.275538316,1,NS,Atlantic,6.78418959,Wong,24.24712046,0,1,SG,Atlantic,75.6368981,Port l'Hebert,0.5,5,PlH,27198.60056,5.03659e+51,43,0.025576715,6,27198.60056,1577.623654
199,199,199,Port l'Hebert,NS-PLH-1-SG-1,10.1,20,5.05,10,0.082698411,5,NS,Atlantic,9.37940995,Wong,15.74444837,3.52119714,1,SG,Atlantic,80.51448788,Port l'Hebert,7.525,10,PlH,27198.60056,5.03659e+51,43,0.025576715,6,27198.60056,1577.623654
200,200,200,Port l'Hebert,NS-PLH-1-SG-1,2.1,5,1.05,2.5,0.275710959,1.5,NS,Atlantic,6.792224445,Wong,28.98453217,0.04796227,1,SG,Atlantic,70.946189,Port l'Hebert,1.775,5,PlH,27198.60056,5.03659e+51,43,0.025576715,6,27198.60056,1577.623654
201,201,201,Port l'Hebert,NS-PLH-1-SG-1,20.1,25,10.05,12.5,0.165535671,2.5,NS,Atlantic,5.812857143,Wong,27.5820979,3.05091967,1,SG,Atlantic,69.34567992,Port l'Hebert,11.275,15,PlH,27198.60056,5.03659e+51,43,0.025576715,6,27198.60056,1577.623654
202,202,202,Port l'Hebert,NS-PLH-1-SG-1,25.1,30,12.55,15,0.16566901,2.5,NS,Atlantic,5.5008,Wong,45.73627426,11.16085088,1,SG,Atlantic,43.07892881,Port l'Hebert,13.775,15,PlH,27198.60056,5.03659e+51,43,0.025576715,6,27198.60056,1577.623654
203,203,203,Port l'Hebert,NS-PLH-1-SG-1,30.1,35,15.05,17.5,0.165649175,2.5,NS,Atlantic,4.163306693,Wong,31.45955295,0.316657797,1,SG,Atlantic,68.1053752,Port l'Hebert,16.275,20,PlH,27198.60056,5.03659e+51,43,0.025576715,6,27198.60056,1577.623654
204,204,204,Port l'Hebert,NS-PLH-1-SG-1,35.1,40,17.55,20,0.166261874,2.5,NS,Atlantic,3.780294118,Wong,42.02126249,2.683660755,1,SG,Atlantic,55.08364485,Port l'Hebert,18.775,20,PlH,27198.60056,5.03659e+51,43,0.025576715,6,27198.60056,1577.623654
